(0, 4, 2, 8, 1, 12, 6, 5, 10, 3, 9, 14, 13, 7, 11, 15): [[323, 251, 109], [683, 454], [715, 557]]
(0, 1, 2, 3, 4, 5, 6, 8, 12, 7, 9, 10, 13, 14, 11, 15): [[78, 969, 274], [320, 339], [942, 869]]
(0, 4, 2, 6, 8, 12, 1, 5, 10, 14, 3, 7, 9, 13, 11, 15): [[817, 673, 51], [283, 167], [431, 710]]
(0, 1, 2, 4, 8, 3, 5, 12, 9, 6, 10, 13, 7, 14, 11, 15): [[481, 976, 905], [301, 435], [858, 555]]
(0, 4, 8, 12, 1, 5, 2, 6, 9, 13, 10, 14, 3, 7, 11, 15): [[391, 686, 99], [38, 252], [364, 906]]
(0, 2, 4, 8, 1, 6, 12, 10, 3, 5, 14, 9, 7, 13, 11, 15): [[844, 832, 588], [516, 264], [628, 732]]
(0, 4, 8, 12, 2, 6, 10, 14, 1, 5, 9, 13, 3, 7, 11, 15): [[850, 7, 6], [906, 938], [34, 969]]
(0, 4, 1, 5, 8, 2, 12, 6, 9, 3, 13, 7, 10, 14, 11, 15): [[443, 893, 263], [334, 785], [705, 566]]
(0, 4, 2, 1, 6, 5, 3, 8, 7, 12, 10, 14, 9, 13, 11, 15): [[168, 842, 77], [101, 85], [657, 826]]
(0, 2, 4, 8, 6, 12, 10, 1, 14, 3, 5, 9, 7, 13, 11, 15): [[792, 948, 805], [257, 148], [314, 898]]
(0, 2, 1, 3, 4, 8, 6, 10, 12, 5, 14, 9, 7, 11, 13, 15): [[166, 449, 366], [598, 161], [848, 956]]
(0, 4, 8, 12, 1, 5, 2, 9, 13, 6, 10, 14, 3, 7, 11, 15): [[991, 827, 241], [124, 398], [516, 743]]
(0, 1, 2, 3, 4, 5, 8, 9, 6, 7, 12, 10, 13, 11, 14, 15): [[47, 862, 544], [663, 644], [891, 219]]
(0, 1, 4, 5, 8, 12, 9, 13, 2, 3, 6, 7, 10, 14, 11, 15): [[338, 690, 221], [89, 356], [456, 158]]
(0, 4, 8, 12, 1, 2, 5, 9, 6, 10, 13, 14, 3, 7, 11, 15): [[485, 285, 276], [559, 842], [434, 619]]
(0, 1, 2, 3, 4, 8, 5, 6, 12, 9, 10, 7, 13, 14, 11, 15): [[179, 597, 516], [836, 712], [885, 722]]
(0, 4, 8, 1, 12, 2, 5, 6, 9, 10, 13, 3, 14, 7, 11, 15): [[237, 528, 275], [238, 907], [241, 726]]
(0, 4, 1, 8, 2, 12, 5, 9, 6, 3, 13, 10, 14, 7, 11, 15): [[664, 764, 403], [348, 598], [977, 935]]
(0, 4, 1, 8, 5, 12, 9, 13, 2, 6, 3, 10, 7, 14, 11, 15): [[480, 421, 170], [111, 913], [816, 452]]
(0, 4, 1, 8, 12, 2, 5, 9, 13, 6, 3, 10, 14, 7, 11, 15): [[146, 646, 323], [104, 789], [162, 386]]
(0, 1, 2, 3, 4, 8, 12, 5, 9, 6, 13, 10, 14, 7, 11, 15): [[108, 929, 862], [340, 988], [621, 667]]
(0, 4, 8, 12, 1, 2, 5, 6, 9, 13, 10, 14, 3, 7, 11, 15): [[787, 638, 41], [173, 385], [268, 560]]
(0, 2, 4, 6, 8, 10, 12, 14, 1, 3, 5, 7, 9, 11, 13, 15): [[902, 529, 206], [670, 2], [98, 556]]
(0, 1, 4, 5, 8, 9, 12, 13, 2, 3, 6, 7, 10, 11, 14, 15): [[522, 971, 325], [190, 728], [830, 152]]
(0, 2, 1, 3, 4, 8, 6, 12, 10, 5, 14, 9, 7, 13, 11, 15): [[123, 852, 721], [191, 142], [128, 306]]
(0, 4, 2, 8, 12, 6, 10, 14, 1, 5, 3, 9, 13, 7, 11, 15): [[453, 134, 90], [976, 284], [503, 812]]
(0, 2, 4, 8, 1, 6, 12, 10, 3, 14, 5, 9, 7, 13, 11, 15): [[28, 791, 515], [687, 565], [30, 979]]
(0, 1, 2, 4, 3, 5, 8, 9, 6, 12, 7, 13, 10, 11, 14, 15): [[256, 532, 269], [779, 762], [552, 94]]
(0, 2, 1, 4, 3, 6, 5, 8, 7, 12, 10, 9, 14, 13, 11, 15): [[244, 855, 289], [361, 162], [413, 310]]
(0, 4, 1, 5, 8, 12, 9, 13, 2, 6, 3, 7, 10, 14, 11, 15): [[858, 406, 43], [139, 789], [659, 170]]
(0, 1, 2, 4, 3, 8, 5, 9, 12, 6, 10, 13, 7, 11, 14, 15): [[532, 913, 773], [554, 528], [641, 198]]
(0, 4, 8, 1, 12, 5, 2, 9, 6, 13, 10, 3, 14, 7, 11, 15): [[949, 456, 221], [339, 413], [747, 514]]
(0, 2, 4, 6, 8, 1, 10, 3, 12, 14, 5, 7, 9, 11, 13, 15): [[102, 892, 757], [838, 117], [68, 601]]
(0, 1, 4, 2, 5, 8, 3, 12, 6, 9, 13, 7, 10, 14, 11, 15): [[240, 566, 164], [669, 962], [838, 401]]
(0, 1, 4, 8, 5, 12, 9, 13, 2, 3, 6, 10, 7, 14, 11, 15): [[43, 147, 145], [5, 947], [527, 406]]
(0, 1, 4, 8, 5, 9, 12, 2, 13, 3, 6, 10, 7, 11, 14, 15): [[634, 708, 500], [374, 754], [428, 119]]
(0, 1, 4, 8, 2, 5, 12, 9, 3, 6, 13, 10, 7, 14, 11, 15): [[392, 371, 236], [505, 654], [931, 456]]
(0, 2, 4, 6, 1, 8, 3, 10, 12, 5, 14, 7, 9, 11, 13, 15): [[725, 899, 380], [955, 194], [861, 766]]
(0, 1, 4, 8, 2, 5, 9, 12, 3, 6, 10, 13, 7, 11, 14, 15): [[571, 515, 465], [448, 455], [200, 83]]
(0, 2, 1, 3, 4, 8, 6, 12, 10, 5, 9, 14, 7, 13, 11, 15): [[124, 919, 622], [692, 522], [506, 744]]
(0, 4, 8, 2, 1, 12, 6, 5, 10, 9, 3, 14, 13, 7, 11, 15): [[685, 671, 284], [865, 953], [673, 910]]
(0, 4, 2, 6, 8, 12, 10, 14, 1, 5, 3, 7, 9, 13, 11, 15): [[321, 108, 26], [785, 142], [828, 711]]
(0, 2, 4, 6, 1, 3, 8, 12, 5, 10, 14, 7, 9, 13, 11, 15): [[434, 972, 336], [374, 121], [608, 839]]
(0, 4, 8, 1, 12, 2, 5, 9, 6, 10, 13, 3, 14, 7, 11, 15): [[791, 364, 363], [740, 971], [783, 661]]
(0, 2, 4, 8, 1, 12, 6, 10, 3, 5, 9, 14, 13, 7, 11, 15): [[507, 715, 632], [409, 472], [432, 971]]
(0, 2, 1, 4, 3, 8, 6, 12, 5, 10, 9, 14, 7, 13, 11, 15): [[124, 425, 247], [981, 541], [193, 222]]
(0, 4, 1, 5, 2, 6, 3, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[419, 845, 11], [973, 989], [622, 175]]
(0, 2, 4, 8, 6, 10, 12, 14, 1, 3, 5, 9, 7, 11, 13, 15): [[303, 446, 326], [377, 140], [101, 480]]
(0, 4, 1, 2, 5, 6, 3, 8, 7, 12, 9, 13, 10, 14, 11, 15): [[307, 717, 102], [445, 321], [802, 372]]
(0, 1, 4, 2, 8, 5, 3, 12, 9, 6, 10, 13, 7, 14, 11, 15): [[579, 929, 571], [717, 749], [634, 346]]
(0, 2, 1, 4, 3, 6, 5, 7, 8, 12, 10, 9, 14, 13, 11, 15): [[340, 550, 162], [444, 127], [369, 116]]
(0, 4, 1, 5, 8, 12, 2, 6, 9, 13, 3, 7, 10, 14, 11, 15): [[520, 763, 92], [141, 287], [817, 415]]
(0, 2, 1, 3, 4, 8, 12, 6, 10, 14, 5, 9, 13, 7, 11, 15): [[54, 997, 921], [337, 552], [102, 468]]
(0, 1, 2, 3, 4, 5, 8, 9, 12, 6, 13, 7, 10, 11, 14, 15): [[88, 700, 505], [299, 448], [806, 259]]
(0, 2, 1, 4, 3, 8, 6, 10, 5, 12, 9, 7, 14, 11, 13, 15): [[655, 775, 530], [748, 167], [912, 443]]
(0, 2, 1, 3, 4, 8, 6, 10, 12, 14, 5, 9, 7, 11, 13, 15): [[336, 552, 502], [860, 109], [941, 866]]
(0, 4, 2, 6, 8, 12, 1, 10, 5, 14, 3, 7, 9, 13, 11, 15): [[341, 299, 58], [622, 364], [131, 228]]
(0, 2, 4, 8, 12, 6, 10, 14, 1, 3, 5, 9, 13, 7, 11, 15): [[768, 803, 778], [823, 716], [18, 219]]
(0, 4, 2, 1, 8, 6, 12, 5, 3, 10, 9, 14, 7, 13, 11, 15): [[684, 618, 225], [594, 350], [620, 511]]
(0, 1, 2, 4, 3, 8, 5, 6, 12, 9, 10, 7, 13, 14, 11, 15): [[246, 576, 316], [520, 340], [773, 366]]
(0, 1, 4, 5, 2, 3, 8, 9, 6, 7, 12, 13, 10, 11, 14, 15): [[878, 814, 318], [962, 569], [955, 17]]
(0, 1, 2, 3, 4, 8, 5, 6, 9, 10, 7, 12, 11, 13, 14, 15): [[377, 433, 341], [772, 166], [455, 88]]
(0, 1, 2, 4, 3, 5, 6, 7, 8, 12, 9, 10, 13, 14, 11, 15): [[109, 596, 143], [866, 623], [515, 300]]
(0, 4, 1, 2, 8, 5, 12, 6, 3, 9, 13, 10, 7, 14, 11, 15): [[296, 915, 265], [185, 461], [457, 576]]
(0, 1, 4, 2, 5, 3, 8, 6, 9, 7, 12, 13, 10, 11, 14, 15): [[776, 835, 349], [366, 167], [134, 14]]
(0, 2, 4, 1, 8, 12, 6, 3, 10, 5, 14, 9, 13, 7, 11, 15): [[82, 827, 454], [292, 658], [30, 206]]
(0, 2, 1, 4, 8, 3, 6, 10, 12, 14, 5, 9, 7, 11, 13, 15): [[360, 809, 777], [837, 278], [506, 738]]
(0, 2, 4, 6, 1, 3, 8, 10, 12, 14, 5, 7, 9, 11, 13, 15): [[626, 969, 468], [774, 21], [955, 987]]
(0, 1, 4, 5, 8, 9, 2, 3, 12, 13, 6, 7, 10, 11, 14, 15): [[854, 490, 260], [396, 269], [741, 41]]
(0, 2, 4, 6, 1, 3, 8, 10, 12, 5, 14, 7, 9, 11, 13, 15): [[819, 954, 395], [655, 27], [61, 50]]
(0, 4, 1, 5, 2, 8, 6, 12, 3, 9, 7, 13, 10, 14, 11, 15): [[432, 926, 75], [518, 892], [962, 504]]
(0, 4, 1, 8, 5, 2, 12, 6, 9, 3, 13, 10, 7, 14, 11, 15): [[857, 388, 140], [476, 233], [871, 237]]
(0, 1, 4, 5, 2, 3, 8, 6, 9, 7, 12, 13, 10, 11, 14, 15): [[415, 812, 296], [864, 792], [560, 65]]
(0, 4, 8, 12, 2, 1, 6, 5, 10, 9, 14, 13, 3, 7, 11, 15): [[848, 720, 489], [477, 879], [80, 171]]
(0, 2, 4, 1, 6, 3, 8, 10, 5, 12, 7, 14, 9, 11, 13, 15): [[455, 479, 251], [410, 30], [624, 378]]
(0, 4, 8, 12, 2, 6, 1, 10, 5, 14, 9, 13, 3, 7, 11, 15): [[917, 759, 285], [138, 164], [241, 497]]
(0, 1, 2, 4, 8, 3, 12, 5, 9, 6, 10, 13, 14, 7, 11, 15): [[111, 556, 529], [308, 710], [909, 968]]
(0, 4, 2, 6, 8, 12, 1, 10, 14, 5, 3, 7, 9, 13, 11, 15): [[915, 852, 118], [72, 11], [715, 807]]
(0, 1, 2, 3, 4, 8, 5, 9, 6, 12, 10, 7, 13, 11, 14, 15): [[388, 909, 828], [799, 589], [880, 293]]
(0, 2, 4, 8, 6, 10, 1, 12, 3, 14, 5, 9, 7, 11, 13, 15): [[552, 908, 739], [626, 164], [331, 986]]
(0, 4, 8, 12, 2, 6, 1, 10, 14, 5, 9, 13, 3, 7, 11, 15): [[888, 599, 139], [632, 840], [316, 872]]
(0, 4, 8, 2, 12, 1, 6, 5, 10, 9, 14, 3, 13, 7, 11, 15): [[504, 322, 161], [391, 312], [407, 424]]
(0, 4, 1, 8, 12, 5, 2, 9, 13, 6, 3, 10, 14, 7, 11, 15): [[593, 878, 482], [256, 833], [542, 566]]
(0, 1, 2, 3, 4, 8, 5, 9, 12, 6, 13, 10, 7, 11, 14, 15): [[304, 682, 667], [486, 396], [438, 35]]
(0, 1, 4, 8, 2, 12, 5, 9, 3, 6, 10, 13, 14, 7, 11, 15): [[595, 852, 838], [370, 720], [727, 937]]
(0, 4, 1, 8, 12, 5, 2, 9, 6, 13, 3, 10, 14, 7, 11, 15): [[787, 909, 331], [330, 872], [483, 509]]
(0, 1, 2, 3, 4, 8, 5, 9, 6, 10, 12, 7, 11, 13, 14, 15): [[232, 150, 149], [944, 186], [862, 161]]
(0, 1, 4, 8, 2, 5, 12, 9, 3, 13, 6, 10, 7, 14, 11, 15): [[538, 992, 814], [355, 964], [540, 338]]
(0, 2, 4, 8, 1, 6, 10, 3, 12, 14, 5, 9, 7, 11, 13, 15): [[638, 913, 835], [872, 185], [519, 867]]
(0, 2, 4, 1, 8, 6, 3, 10, 12, 14, 5, 9, 7, 11, 13, 15): [[440, 936, 703], [834, 172], [396, 713]]
(0, 4, 2, 8, 6, 12, 1, 10, 14, 5, 3, 9, 7, 13, 11, 15): [[531, 778, 312], [694, 610], [301, 867]]
(0, 1, 2, 4, 3, 5, 8, 6, 9, 7, 12, 13, 10, 11, 14, 15): [[400, 882, 334], [918, 726], [834, 176]]
(0, 1, 4, 8, 12, 5, 2, 9, 13, 3, 6, 10, 14, 7, 11, 15): [[263, 701, 451], [95, 551], [585, 765]]
(0, 1, 2, 3, 4, 5, 6, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[14, 886, 84], [323, 635], [698, 656]]
(0, 4, 1, 5, 2, 6, 8, 12, 3, 7, 9, 13, 10, 14, 11, 15): [[550, 688, 12], [977, 951], [726, 223]]
(0, 1, 2, 3, 4, 5, 8, 9, 6, 7, 12, 13, 10, 11, 14, 15): [[8, 296, 77], [188, 540], [894, 65]]
(0, 2, 4, 6, 8, 10, 12, 1, 14, 3, 5, 7, 9, 11, 13, 15): [[202, 480, 266], [999, 122], [36, 153]]
(0, 4, 1, 8, 12, 2, 5, 6, 9, 13, 3, 10, 14, 7, 11, 15): [[198, 722, 160], [202, 979], [178, 417]]
(0, 4, 8, 12, 2, 1, 6, 5, 10, 14, 9, 13, 3, 7, 11, 15): [[853, 653, 72], [482, 452], [962, 993]]
(0, 4, 1, 8, 2, 12, 5, 6, 9, 3, 10, 13, 14, 7, 11, 15): [[598, 913, 554], [435, 666], [824, 831]]
(0, 2, 1, 3, 4, 8, 6, 10, 12, 5, 9, 14, 7, 11, 13, 15): [[174, 586, 479], [766, 448], [770, 825]]
(0, 4, 1, 8, 5, 12, 2, 6, 9, 13, 3, 10, 7, 14, 11, 15): [[521, 959, 250], [331, 855], [584, 683]]
(0, 4, 8, 1, 12, 5, 9, 2, 13, 6, 10, 3, 14, 7, 11, 15): [[986, 744, 658], [157, 359], [728, 626]]
(0, 4, 8, 1, 12, 5, 2, 9, 13, 6, 10, 3, 14, 7, 11, 15): [[816, 716, 115], [240, 644], [422, 406]]
(0, 4, 2, 8, 12, 1, 6, 5, 10, 14, 3, 9, 13, 7, 11, 15): [[550, 788, 240], [781, 981], [384, 838]]
(0, 4, 8, 2, 1, 12, 6, 10, 5, 9, 3, 14, 13, 7, 11, 15): [[551, 898, 773], [438, 737], [306, 830]]
(0, 4, 1, 5, 8, 12, 2, 9, 6, 13, 3, 7, 10, 14, 11, 15): [[177, 327, 78], [329, 758], [370, 218]]
(0, 1, 2, 3, 4, 8, 12, 5, 9, 6, 10, 13, 14, 7, 11, 15): [[44, 314, 308], [562, 987], [967, 905]]
(0, 2, 4, 6, 1, 8, 3, 12, 10, 5, 14, 7, 9, 13, 11, 15): [[274, 658, 213], [728, 286], [401, 741]]
(0, 4, 8, 2, 12, 6, 1, 5, 10, 14, 9, 3, 13, 7, 11, 15): [[508, 547, 129], [236, 302], [266, 673]]
(0, 4, 8, 1, 12, 5, 9, 13, 2, 6, 10, 3, 14, 7, 11, 15): [[578, 658, 539], [16, 149], [745, 882]]
(0, 4, 1, 8, 12, 5, 9, 2, 13, 6, 3, 10, 14, 7, 11, 15): [[591, 432, 337], [388, 819], [885, 568]]
(0, 2, 4, 6, 8, 1, 12, 10, 3, 5, 14, 7, 9, 13, 11, 15): [[457, 885, 295], [969, 612], [82, 172]]
(0, 2, 1, 3, 4, 6, 8, 10, 5, 7, 9, 12, 11, 14, 13, 15): [[225, 434, 347], [956, 112], [832, 333]]
(0, 4, 2, 8, 6, 12, 1, 5, 10, 14, 3, 9, 7, 13, 11, 15): [[871, 766, 70], [933, 756], [913, 894]]
(0, 2, 4, 1, 6, 3, 8, 12, 5, 10, 14, 7, 9, 13, 11, 15): [[178, 855, 265], [912, 637], [279, 649]]
(0, 4, 1, 2, 8, 5, 6, 12, 3, 9, 10, 7, 13, 14, 11, 15): [[930, 817, 183], [783, 545], [706, 490]]
(0, 4, 8, 12, 2, 1, 6, 10, 5, 14, 9, 13, 3, 7, 11, 15): [[772, 684, 321], [163, 230], [126, 287]]
(0, 2, 1, 4, 3, 6, 8, 12, 5, 10, 14, 7, 9, 13, 11, 15): [[239, 980, 457], [566, 369], [523, 914]]
(0, 1, 4, 2, 5, 3, 8, 6, 12, 9, 7, 13, 10, 14, 11, 15): [[134, 789, 208], [321, 692], [913, 743]]
(0, 1, 2, 4, 8, 3, 12, 5, 6, 9, 10, 13, 14, 7, 11, 15): [[198, 524, 440], [875, 990], [718, 722]]
(0, 4, 2, 1, 6, 5, 3, 7, 8, 12, 10, 9, 14, 13, 11, 15): [[320, 696, 59], [972, 583], [187, 115]]
(0, 1, 2, 3, 4, 5, 6, 8, 7, 12, 9, 10, 13, 14, 11, 15): [[102, 599, 191], [478, 367], [588, 269]]
(0, 1, 4, 8, 5, 2, 9, 3, 12, 13, 6, 10, 7, 11, 14, 15): [[891, 698, 624], [341, 340], [343, 49]]
(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 11, 13, 14, 15): [[263, 614, 332], [944, 200], [596, 102]]
(0, 4, 8, 2, 12, 6, 1, 10, 5, 14, 9, 3, 13, 7, 11, 15): [[763, 667, 253], [579, 600], [369, 851]]
(0, 4, 1, 2, 5, 6, 8, 12, 3, 7, 9, 13, 10, 14, 11, 15): [[483, 785, 123], [880, 948], [742, 583]]
(0, 4, 2, 8, 6, 12, 10, 14, 1, 5, 3, 9, 7, 13, 11, 15): [[395, 390, 69], [995, 721], [32, 556]]
(0, 2, 4, 1, 6, 3, 8, 12, 10, 14, 5, 7, 9, 13, 11, 15): [[67, 917, 259], [229, 88], [144, 689]]
(0, 2, 1, 3, 4, 6, 5, 7, 8, 10, 12, 14, 9, 11, 13, 15): [[56, 928, 257], [152, 31], [524, 722]]
(0, 2, 4, 1, 8, 6, 3, 12, 5, 10, 9, 14, 7, 13, 11, 15): [[288, 982, 424], [637, 774], [359, 538]]
(0, 2, 1, 4, 8, 3, 12, 6, 5, 10, 9, 14, 13, 7, 11, 15): [[537, 997, 780], [901, 824], [734, 676]]
(0, 1, 4, 5, 8, 9, 12, 2, 13, 3, 6, 7, 10, 11, 14, 15): [[187, 313, 233], [49, 162], [557, 81]]
(0, 2, 4, 6, 1, 3, 5, 7, 8, 10, 12, 14, 9, 11, 13, 15): [[603, 762, 147], [902, 75], [859, 316]]
(0, 2, 4, 8, 12, 6, 10, 1, 14, 3, 5, 9, 13, 7, 11, 15): [[640, 213, 211], [635, 174], [238, 199]]
(0, 4, 2, 8, 12, 1, 6, 10, 14, 5, 3, 9, 13, 7, 11, 15): [[392, 871, 511], [523, 744], [158, 710]]
(0, 4, 1, 2, 5, 6, 8, 3, 12, 7, 9, 10, 13, 14, 11, 15): [[471, 894, 223], [670, 543], [934, 727]]
(0, 4, 2, 8, 12, 6, 10, 1, 14, 5, 3, 9, 13, 7, 11, 15): [[850, 514, 445], [236, 141], [420, 947]]
(0, 2, 4, 8, 1, 6, 10, 12, 3, 14, 5, 9, 7, 11, 13, 15): [[558, 629, 475], [225, 90], [583, 733]]
(0, 2, 1, 3, 4, 6, 8, 5, 12, 10, 7, 9, 14, 13, 11, 15): [[111, 728, 388], [57, 32], [839, 861]]
(0, 4, 8, 1, 2, 12, 5, 6, 9, 10, 3, 13, 14, 7, 11, 15): [[631, 575, 404], [497, 587], [172, 176]]
(0, 4, 8, 12, 2, 6, 10, 1, 14, 5, 9, 13, 3, 7, 11, 15): [[996, 318, 121], [227, 906], [87, 517]]
(0, 2, 4, 1, 8, 6, 3, 12, 10, 5, 14, 9, 7, 13, 11, 15): [[473, 634, 342], [410, 169], [586, 662]]
(0, 1, 4, 8, 5, 9, 12, 13, 2, 3, 6, 10, 7, 11, 14, 15): [[668, 837, 694], [141, 572], [192, 34]]
(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 10, 13, 11, 14, 15): [[457, 837, 270], [875, 222], [607, 27]]
(0, 2, 1, 4, 3, 8, 6, 10, 12, 5, 14, 9, 7, 11, 13, 15): [[675, 906, 679], [258, 61], [775, 618]]
(0, 2, 4, 1, 6, 3, 5, 8, 12, 7, 10, 14, 9, 13, 11, 15): [[346, 684, 208], [566, 192], [458, 308]]
(0, 1, 2, 4, 3, 8, 5, 9, 12, 6, 13, 10, 7, 11, 14, 15): [[368, 875, 636], [379, 401], [359, 127]]
(0, 1, 4, 2, 8, 5, 3, 12, 6, 9, 10, 13, 7, 14, 11, 15): [[439, 755, 382], [492, 493], [247, 159]]
(0, 1, 4, 8, 2, 5, 9, 3, 12, 13, 6, 10, 7, 11, 14, 15): [[233, 524, 520], [339, 796], [767, 364]]
(0, 1, 4, 2, 5, 8, 3, 9, 12, 6, 13, 7, 10, 11, 14, 15): [[756, 713, 396], [525, 366], [923, 227]]
(0, 2, 1, 4, 8, 3, 6, 12, 10, 14, 5, 9, 7, 13, 11, 15): [[156, 654, 564], [442, 385], [313, 855]]
(0, 4, 1, 2, 8, 12, 5, 6, 3, 9, 10, 13, 14, 7, 11, 15): [[648, 728, 411], [530, 579], [869, 918]]
(0, 2, 4, 1, 6, 3, 5, 8, 7, 12, 10, 14, 9, 13, 11, 15): [[521, 998, 303], [884, 192], [455, 369]]
(0, 1, 4, 2, 8, 12, 5, 3, 6, 9, 10, 13, 14, 7, 11, 15): [[632, 935, 687], [828, 953], [231, 243]]
(0, 4, 2, 8, 1, 12, 6, 10, 5, 3, 9, 14, 13, 7, 11, 15): [[582, 456, 423], [909, 712], [475, 413]]
(0, 4, 2, 6, 1, 5, 3, 8, 12, 7, 10, 14, 9, 13, 11, 15): [[376, 925, 118], [928, 377], [203, 258]]
(0, 2, 1, 3, 4, 6, 5, 7, 8, 10, 12, 9, 14, 11, 13, 15): [[956, 972, 410], [172, 8], [62, 15]]
(0, 4, 2, 8, 1, 6, 12, 5, 10, 3, 14, 9, 7, 13, 11, 15): [[245, 773, 266], [87, 119], [215, 745]]
(0, 1, 4, 5, 2, 8, 3, 9, 12, 13, 6, 7, 10, 11, 14, 15): [[218, 871, 468], [172, 632], [234, 65]]
(0, 1, 2, 3, 4, 5, 6, 8, 7, 9, 10, 12, 11, 13, 14, 15): [[657, 957, 610], [818, 163], [647, 106]]
(0, 2, 4, 8, 6, 12, 1, 10, 14, 3, 5, 9, 7, 13, 11, 15): [[106, 967, 761], [691, 656], [35, 640]]
(0, 2, 4, 1, 8, 6, 3, 12, 5, 10, 14, 9, 7, 13, 11, 15): [[153, 483, 209], [481, 395], [496, 752]]
(0, 2, 1, 4, 3, 6, 8, 5, 10, 12, 7, 9, 14, 11, 13, 15): [[714, 851, 476], [535, 126], [971, 438]]
(0, 1, 2, 4, 8, 3, 5, 12, 6, 9, 10, 13, 7, 14, 11, 15): [[135, 928, 315], [249, 532], [542, 986]]
(0, 1, 4, 8, 5, 2, 12, 9, 3, 13, 6, 10, 7, 14, 11, 15): [[334, 686, 571], [100, 343], [688, 402]]
(0, 2, 1, 4, 8, 3, 12, 6, 10, 5, 9, 14, 13, 7, 11, 15): [[726, 820, 805], [995, 688], [934, 742]]
(0, 1, 4, 8, 2, 12, 5, 9, 3, 13, 6, 10, 14, 7, 11, 15): [[201, 338, 315], [427, 948], [276, 193]]
(0, 4, 1, 5, 2, 8, 6, 3, 12, 9, 7, 13, 10, 14, 11, 15): [[920, 988, 261], [222, 175], [847, 258]]
(0, 1, 2, 4, 3, 8, 5, 9, 12, 13, 6, 10, 7, 11, 14, 15): [[114, 903, 622], [238, 811], [412, 251]]
(0, 1, 4, 5, 2, 3, 6, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[813, 947, 68], [930, 383], [435, 35]]
(0, 2, 1, 3, 4, 8, 6, 10, 5, 12, 9, 7, 14, 11, 13, 15): [[446, 697, 598], [663, 131], [849, 470]]
(0, 4, 8, 12, 1, 2, 5, 9, 6, 13, 10, 14, 3, 7, 11, 15): [[587, 515, 233], [238, 662], [515, 927]]
(0, 2, 1, 4, 3, 8, 6, 10, 12, 5, 9, 14, 7, 11, 13, 15): [[389, 820, 599], [400, 171], [592, 500]]
(0, 4, 1, 2, 5, 6, 3, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[67, 325, 28], [588, 641], [769, 598]]
