(0, 1, 8, 2, 9, 3, 10, 4, 11, 5, 12, 6, 13, 7, 14, 15): [[500, 370], [157, 523], [475, 544], [185, 125]]
(0, 8, 1, 4, 9, 12, 2, 5, 10, 13, 3, 6, 11, 14, 7, 15): [[963, 281], [943, 691], [390, 494], [25, 16]]
(0, 8, 4, 1, 12, 9, 2, 5, 10, 13, 6, 3, 14, 11, 7, 15): [[681, 354], [535, 478], [363, 799], [891, 950]]
(0, 1, 4, 2, 5, 3, 6, 8, 7, 9, 12, 10, 13, 11, 14, 15): [[241, 426], [625, 303], [868, 508], [203, 97]]
(0, 8, 4, 12, 1, 2, 9, 10, 5, 6, 13, 14, 3, 11, 7, 15): [[733, 253], [966, 860], [250, 657], [382, 918]]
(0, 1, 4, 2, 8, 5, 3, 9, 6, 12, 10, 7, 13, 11, 14, 15): [[318, 849], [511, 976], [387, 876], [281, 125]]
(0, 4, 8, 12, 2, 6, 1, 5, 10, 14, 9, 13, 3, 7, 11, 15): [[528, 755], [538, 64], [137, 358], [159, 631]]
(0, 1, 8, 2, 9, 4, 3, 10, 5, 12, 11, 6, 13, 7, 14, 15): [[226, 471], [49, 509], [88, 567], [577, 974]]
(0, 1, 8, 4, 2, 9, 5, 12, 3, 10, 6, 13, 11, 7, 14, 15): [[749, 903], [334, 834], [238, 889], [693, 824]]
(0, 2, 8, 10, 1, 3, 9, 11, 4, 6, 12, 14, 5, 7, 13, 15): [[483, 579], [21, 691], [760, 519], [263, 998]]
(0, 2, 4, 8, 1, 6, 10, 3, 12, 5, 9, 14, 7, 11, 13, 15): [[69, 851], [17, 194], [601, 255], [58, 796]]
(0, 2, 1, 8, 3, 10, 9, 11, 4, 6, 5, 12, 7, 14, 13, 15): [[458, 322], [230, 610], [715, 246], [598, 261]]
(0, 2, 1, 3, 4, 6, 8, 10, 5, 7, 9, 11, 12, 14, 13, 15): [[193, 619], [97, 202], [852, 87], [992, 628]]
(0, 1, 8, 9, 4, 5, 12, 13, 2, 3, 10, 11, 6, 7, 14, 15): [[703, 340], [960, 753], [191, 814], [467, 90]]
(0, 8, 1, 4, 9, 2, 12, 5, 10, 3, 13, 6, 11, 14, 7, 15): [[930, 503], [685, 875], [235, 494], [746, 433]]
(0, 8, 2, 1, 10, 9, 4, 3, 12, 11, 6, 5, 14, 13, 7, 15): [[820, 135], [423, 782], [739, 530], [878, 710]]
(0, 1, 8, 9, 4, 5, 2, 12, 3, 13, 10, 11, 6, 7, 14, 15): [[782, 161], [653, 201], [932, 520], [267, 12]]
(0, 2, 1, 4, 3, 6, 5, 7, 8, 10, 9, 12, 11, 14, 13, 15): [[1, 155], [251, 846], [559, 596], [593, 697]]
(0, 1, 8, 9, 2, 3, 10, 11, 4, 5, 12, 13, 6, 7, 14, 15): [[467, 62], [38, 986], [129, 774], [983, 43]]
(0, 8, 1, 2, 9, 10, 4, 12, 3, 11, 5, 6, 13, 14, 7, 15): [[758, 53], [332, 334], [441, 295], [532, 335]]
(0, 1, 2, 3, 4, 5, 6, 8, 7, 9, 10, 11, 12, 13, 14, 15): [[391, 995], [539, 773], [994, 248], [901, 153]]
(0, 4, 2, 1, 6, 5, 8, 3, 12, 7, 10, 9, 14, 13, 11, 15): [[99, 529], [813, 519], [680, 959], [332, 700]]
(0, 2, 8, 10, 4, 6, 1, 3, 12, 14, 9, 11, 5, 7, 13, 15): [[927, 596], [760, 769], [952, 45], [785, 953]]
(0, 8, 1, 2, 9, 10, 4, 3, 12, 11, 5, 6, 13, 14, 7, 15): [[820, 590], [186, 741], [402, 707], [183, 258]]
(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15): [[31, 445], [675, 673], [972, 107], [941, 8]]
(0, 4, 8, 12, 1, 5, 2, 6, 9, 13, 10, 14, 3, 7, 11, 15): [[277, 114], [809, 3], [542, 712], [687, 704]]
(0, 1, 4, 8, 5, 9, 12, 2, 13, 3, 6, 10, 7, 11, 14, 15): [[565, 907], [476, 745], [139, 885], [665, 689]]
(0, 1, 4, 8, 5, 9, 2, 12, 3, 13, 6, 10, 7, 11, 14, 15): [[604, 544], [975, 726], [497, 848], [993, 388]]
(0, 2, 8, 4, 10, 1, 6, 3, 12, 9, 14, 5, 11, 7, 13, 15): [[956, 523], [595, 365], [442, 112], [964, 920]]
(0, 4, 1, 2, 5, 6, 8, 12, 3, 7, 9, 10, 13, 14, 11, 15): [[352, 642], [729, 143], [567, 655], [185, 202]]
(0, 2, 4, 6, 1, 3, 5, 8, 7, 10, 12, 14, 9, 11, 13, 15): [[218, 528], [767, 366], [949, 250], [337, 299]]
(0, 2, 8, 4, 1, 10, 6, 3, 12, 9, 5, 14, 11, 7, 13, 15): [[444, 455], [733, 984], [978, 597], [437, 657]]
(0, 2, 4, 6, 8, 1, 10, 12, 3, 5, 14, 7, 9, 11, 13, 15): [[125, 284], [994, 742], [613, 388], [199, 803]]
(0, 1, 2, 8, 3, 9, 4, 10, 5, 11, 6, 12, 7, 13, 14, 15): [[493, 360], [505, 657], [728, 373], [806, 121]]
(0, 4, 8, 2, 12, 1, 6, 5, 10, 9, 14, 3, 13, 7, 11, 15): [[996, 638], [790, 162], [221, 210], [162, 216]]
(0, 2, 4, 8, 6, 10, 1, 12, 3, 14, 5, 9, 7, 11, 13, 15): [[258, 796], [346, 625], [964, 607], [124, 904]]
(0, 8, 4, 12, 2, 10, 6, 14, 1, 9, 5, 13, 3, 11, 7, 15): [[889, 258], [837, 874], [75, 276], [6, 413]]
(0, 2, 1, 3, 8, 4, 10, 6, 9, 5, 11, 7, 12, 14, 13, 15): [[188, 231], [584, 734], [527, 14], [978, 75]]
(0, 2, 8, 4, 10, 6, 1, 12, 3, 14, 9, 5, 11, 7, 13, 15): [[193, 154], [991, 854], [447, 112], [163, 299]]
(0, 4, 2, 8, 6, 12, 1, 10, 5, 14, 3, 9, 7, 13, 11, 15): [[904, 840], [711, 450], [562, 398], [285, 618]]
(0, 4, 1, 5, 8, 12, 2, 6, 9, 13, 3, 7, 10, 14, 11, 15): [[320, 807], [727, 96], [176, 527], [509, 175]]
(0, 1, 4, 2, 8, 5, 3, 6, 9, 12, 10, 7, 13, 11, 14, 15): [[154, 263], [567, 466], [743, 832], [886, 634]]
(0, 4, 2, 1, 6, 5, 3, 7, 8, 12, 10, 9, 14, 13, 11, 15): [[2, 659], [703, 567], [466, 451], [345, 527]]
(0, 8, 2, 10, 1, 9, 4, 12, 3, 11, 6, 14, 5, 13, 7, 15): [[492, 21], [161, 971], [710, 726], [183, 960]]
(0, 4, 8, 1, 12, 2, 5, 9, 6, 10, 13, 3, 14, 7, 11, 15): [[604, 485], [607, 391], [353, 956], [394, 529]]
(0, 8, 4, 2, 12, 10, 1, 9, 6, 14, 5, 3, 13, 11, 7, 15): [[975, 376], [140, 320], [278, 648], [102, 571]]
(0, 4, 2, 1, 6, 8, 5, 3, 12, 10, 7, 9, 14, 13, 11, 15): [[102, 524], [789, 687], [434, 399], [283, 732]]
(0, 4, 1, 2, 5, 6, 3, 8, 7, 12, 9, 10, 13, 14, 11, 15): [[903, 947], [641, 164], [618, 260], [244, 75]]
(0, 1, 8, 2, 9, 3, 10, 11, 4, 5, 12, 6, 13, 7, 14, 15): [[681, 742], [48, 409], [790, 863], [136, 6]]
(0, 1, 4, 5, 2, 8, 3, 9, 6, 12, 7, 13, 10, 11, 14, 15): [[444, 929], [724, 442], [404, 754], [846, 224]]
(0, 4, 8, 2, 12, 6, 10, 1, 14, 5, 9, 3, 13, 7, 11, 15): [[709, 297], [846, 122], [986, 524], [639, 851]]
(0, 8, 4, 2, 12, 10, 6, 14, 1, 9, 5, 3, 13, 11, 7, 15): [[808, 323], [383, 930], [154, 416], [1, 431]]
(0, 4, 8, 12, 2, 1, 6, 5, 10, 9, 14, 13, 3, 7, 11, 15): [[924, 113], [474, 35], [636, 767], [270, 332]]
(0, 2, 4, 6, 1, 3, 8, 10, 5, 7, 12, 14, 9, 11, 13, 15): [[253, 952], [376, 634], [817, 95], [438, 907]]
(0, 2, 8, 1, 10, 3, 9, 11, 4, 6, 12, 5, 14, 7, 13, 15): [[930, 911], [127, 747], [370, 86], [488, 529]]
(0, 1, 4, 8, 2, 5, 9, 12, 3, 6, 10, 13, 7, 11, 14, 15): [[569, 939], [454, 445], [225, 438], [353, 304]]
(0, 4, 1, 2, 5, 8, 6, 12, 3, 9, 7, 10, 13, 14, 11, 15): [[608, 619], [869, 197], [525, 430], [430, 266]]
(0, 1, 8, 4, 9, 5, 2, 12, 3, 13, 10, 6, 11, 7, 14, 15): [[583, 661], [264, 529], [179, 762], [550, 277]]
(0, 4, 2, 1, 6, 5, 3, 8, 7, 12, 10, 9, 14, 13, 11, 15): [[63, 304], [682, 275], [456, 482], [574, 665]]
(0, 1, 2, 8, 3, 9, 10, 11, 4, 5, 6, 12, 7, 13, 14, 15): [[817, 962], [37, 869], [458, 528], [869, 213]]
(0, 8, 2, 1, 10, 9, 3, 4, 11, 12, 6, 5, 14, 13, 7, 15): [[829, 64], [347, 953], [900, 773], [561, 536]]
(0, 1, 2, 3, 4, 8, 5, 6, 9, 10, 7, 11, 12, 13, 14, 15): [[9, 892], [11, 542], [123, 265], [459, 525]]
(0, 2, 1, 3, 8, 10, 4, 9, 6, 11, 5, 7, 12, 14, 13, 15): [[304, 194], [725, 772], [728, 172], [914, 246]]
(0, 1, 4, 5, 8, 2, 9, 12, 3, 6, 13, 7, 10, 11, 14, 15): [[442, 549], [874, 356], [589, 918], [452, 122]]
(0, 4, 1, 5, 8, 12, 2, 9, 6, 13, 3, 7, 10, 14, 11, 15): [[645, 676], [147, 6], [445, 902], [751, 386]]
(0, 2, 4, 8, 6, 10, 12, 14, 1, 3, 5, 9, 7, 11, 13, 15): [[305, 308], [925, 712], [115, 67], [12, 525]]
(0, 4, 1, 5, 8, 12, 9, 13, 2, 6, 3, 7, 10, 14, 11, 15): [[175, 659], [769, 292], [52, 639], [996, 506]]
(0, 1, 2, 3, 4, 8, 5, 9, 6, 10, 7, 11, 12, 13, 14, 15): [[357, 912], [408, 965], [330, 109], [789, 164]]
(0, 1, 4, 5, 2, 3, 6, 7, 8, 9, 12, 13, 10, 11, 14, 15): [[351, 929], [909, 297], [687, 528], [477, 99]]
(0, 4, 2, 6, 1, 8, 5, 3, 12, 10, 7, 14, 9, 13, 11, 15): [[95, 753], [905, 669], [331, 388], [77, 377]]
(0, 2, 8, 10, 1, 3, 4, 6, 9, 11, 12, 14, 5, 7, 13, 15): [[637, 598], [197, 870], [187, 7], [322, 761]]
(0, 1, 2, 3, 8, 9, 10, 11, 4, 5, 6, 7, 12, 13, 14, 15): [[151, 460], [83, 947], [244, 319], [878, 110]]
(0, 4, 2, 6, 8, 12, 10, 14, 1, 5, 3, 7, 9, 13, 11, 15): [[559, 880], [646, 79], [597, 249], [131, 784]]
(0, 4, 1, 5, 2, 8, 6, 3, 12, 9, 7, 13, 10, 14, 11, 15): [[339, 839], [973, 456], [345, 646], [758, 413]]
(0, 4, 1, 8, 5, 12, 9, 2, 13, 6, 3, 10, 7, 14, 11, 15): [[513, 468], [733, 257], [68, 191], [480, 242]]
(0, 2, 1, 3, 8, 10, 4, 6, 9, 11, 5, 7, 12, 14, 13, 15): [[908, 910], [537, 683], [492, 25], [461, 195]]
(0, 8, 2, 10, 1, 4, 9, 3, 12, 6, 11, 14, 5, 13, 7, 15): [[196, 259], [52, 512], [704, 945], [130, 708]]
(0, 2, 1, 8, 3, 10, 9, 4, 11, 6, 5, 12, 7, 14, 13, 15): [[518, 745], [171, 830], [115, 93], [895, 761]]
(0, 1, 2, 8, 4, 3, 9, 5, 10, 6, 12, 11, 7, 13, 14, 15): [[164, 333], [382, 801], [329, 438], [801, 793]]
(0, 8, 1, 4, 2, 9, 12, 10, 5, 3, 6, 13, 11, 14, 7, 15): [[876, 819], [185, 350], [260, 824], [527, 963]]
(0, 8, 4, 1, 12, 9, 5, 13, 2, 10, 6, 3, 14, 11, 7, 15): [[615, 299], [447, 222], [106, 834], [982, 573]]
(0, 2, 4, 8, 1, 6, 10, 12, 3, 5, 9, 14, 7, 11, 13, 15): [[853, 977], [950, 776], [716, 551], [297, 428]]
(0, 1, 4, 5, 8, 9, 2, 12, 3, 13, 6, 7, 10, 11, 14, 15): [[507, 987], [175, 170], [47, 171], [689, 294]]
(0, 1, 2, 8, 3, 9, 10, 4, 11, 5, 6, 12, 7, 13, 14, 15): [[347, 674], [116, 733], [474, 562], [576, 522]]
(0, 2, 8, 4, 10, 1, 6, 12, 3, 9, 14, 5, 11, 7, 13, 15): [[808, 561], [738, 725], [81, 34], [263, 462]]
(0, 8, 4, 1, 2, 12, 9, 5, 10, 6, 3, 13, 14, 11, 7, 15): [[492, 509], [590, 768], [93, 266], [288, 571]]
(0, 1, 2, 3, 4, 5, 8, 9, 6, 7, 10, 11, 12, 13, 14, 15): [[327, 690], [889, 955], [665, 445], [930, 93]]
(0, 8, 2, 10, 4, 12, 1, 6, 9, 14, 3, 11, 5, 13, 7, 15): [[859, 567], [237, 806], [602, 921], [116, 887]]
(0, 1, 4, 2, 5, 3, 8, 6, 9, 7, 12, 10, 13, 11, 14, 15): [[458, 889], [824, 552], [684, 532], [447, 109]]
(0, 8, 1, 9, 2, 10, 4, 12, 3, 11, 5, 13, 6, 14, 7, 15): [[799, 74], [73, 717], [86, 611], [484, 828]]
(0, 4, 1, 5, 2, 6, 3, 7, 8, 12, 9, 13, 10, 14, 11, 15): [[53, 717], [334, 60], [295, 496], [633, 585]]
(0, 1, 8, 9, 2, 4, 3, 5, 10, 12, 11, 13, 6, 7, 14, 15): [[111, 76], [519, 957], [447, 730], [219, 107]]
(0, 4, 8, 1, 12, 2, 5, 6, 9, 10, 13, 3, 14, 7, 11, 15): [[948, 643], [751, 344], [586, 936], [667, 957]]
(0, 8, 2, 4, 10, 12, 1, 9, 6, 14, 3, 5, 11, 13, 7, 15): [[458, 64], [252, 231], [740, 573], [418, 825]]
(0, 4, 1, 5, 8, 2, 12, 6, 9, 3, 13, 7, 10, 14, 11, 15): [[189, 325], [704, 198], [298, 695], [891, 968]]
(0, 8, 2, 10, 1, 9, 4, 3, 12, 11, 6, 14, 5, 13, 7, 15): [[375, 21], [664, 294], [493, 59], [623, 217]]
(0, 1, 8, 9, 2, 3, 4, 10, 5, 11, 12, 13, 6, 7, 14, 15): [[818, 326], [122, 323], [288, 479], [827, 108]]
(0, 1, 4, 2, 5, 3, 6, 7, 8, 9, 12, 10, 13, 11, 14, 15): [[9, 617], [462, 441], [535, 888], [450, 252]]
(0, 8, 1, 2, 9, 10, 3, 11, 4, 12, 5, 6, 13, 14, 7, 15): [[782, 188], [52, 438], [506, 334], [661, 338]]
(0, 4, 8, 12, 2, 6, 10, 1, 14, 5, 9, 13, 3, 7, 11, 15): [[311, 100], [808, 152], [773, 630], [353, 495]]
(0, 1, 8, 9, 4, 2, 5, 12, 3, 10, 13, 11, 6, 7, 14, 15): [[622, 334], [581, 890], [207, 515], [361, 183]]
(0, 1, 4, 2, 5, 8, 3, 6, 9, 12, 7, 10, 13, 11, 14, 15): [[206, 818], [372, 485], [258, 582], [628, 392]]
(0, 8, 2, 4, 1, 10, 12, 9, 6, 3, 5, 14, 11, 13, 7, 15): [[973, 416], [713, 990], [730, 920], [368, 728]]
(0, 2, 1, 8, 4, 3, 10, 9, 6, 5, 12, 11, 7, 14, 13, 15): [[836, 853], [782, 960], [813, 680], [294, 258]]
(0, 1, 8, 2, 4, 9, 3, 10, 5, 12, 6, 11, 13, 7, 14, 15): [[741, 336], [894, 685], [409, 203], [352, 143]]
(0, 2, 8, 10, 4, 1, 6, 12, 3, 9, 14, 11, 5, 7, 13, 15): [[752, 952], [109, 464], [582, 733], [41, 436]]
(0, 4, 8, 1, 12, 5, 2, 9, 6, 13, 10, 3, 14, 7, 11, 15): [[476, 494], [603, 241], [143, 566], [442, 791]]
(0, 2, 4, 1, 6, 3, 8, 5, 10, 7, 12, 9, 14, 11, 13, 15): [[397, 852], [477, 313], [733, 203], [649, 711]]
(0, 8, 1, 9, 4, 12, 2, 10, 5, 13, 3, 11, 6, 14, 7, 15): [[561, 200], [107, 426], [96, 618], [871, 933]]
(0, 2, 8, 10, 1, 4, 3, 6, 9, 12, 11, 14, 5, 7, 13, 15): [[919, 203], [857, 999], [742, 13], [413, 475]]
(0, 1, 8, 9, 4, 2, 5, 3, 12, 10, 13, 11, 6, 7, 14, 15): [[955, 748], [505, 645], [414, 682], [723, 132]]
(0, 1, 4, 5, 2, 3, 8, 6, 9, 7, 12, 13, 10, 11, 14, 15): [[110, 966], [582, 735], [104, 505], [945, 351]]
(0, 2, 1, 4, 8, 3, 6, 5, 10, 9, 12, 7, 11, 14, 13, 15): [[699, 965], [962, 784], [322, 197], [325, 237]]
(0, 2, 1, 8, 3, 10, 4, 9, 6, 11, 5, 12, 7, 14, 13, 15): [[645, 788], [25, 58], [505, 170], [832, 743]]
(0, 2, 8, 10, 4, 6, 1, 12, 3, 14, 9, 11, 5, 7, 13, 15): [[295, 97], [884, 845], [638, 44], [454, 715]]
(0, 8, 1, 2, 4, 9, 10, 12, 3, 5, 6, 11, 13, 14, 7, 15): [[965, 643], [118, 328], [375, 814], [346, 472]]
(0, 1, 4, 8, 5, 2, 9, 12, 3, 6, 13, 10, 7, 11, 14, 15): [[567, 714], [394, 224], [379, 879], [828, 459]]
(0, 8, 4, 12, 2, 1, 10, 9, 6, 5, 14, 13, 3, 11, 7, 15): [[945, 23], [809, 518], [441, 359], [535, 436]]
(0, 1, 2, 4, 8, 3, 5, 6, 9, 10, 12, 7, 11, 13, 14, 15): [[289, 608], [398, 578], [638, 757], [474, 531]]
(0, 4, 2, 6, 1, 8, 5, 12, 3, 10, 7, 14, 9, 13, 11, 15): [[971, 530], [739, 56], [396, 111], [704, 361]]
(0, 4, 8, 12, 2, 1, 6, 10, 5, 9, 14, 13, 3, 7, 11, 15): [[976, 569], [702, 257], [531, 970], [363, 843]]
(0, 1, 4, 5, 8, 9, 12, 2, 13, 3, 6, 7, 10, 11, 14, 15): [[765, 550], [817, 247], [418, 612], [863, 204]]
(0, 2, 8, 1, 10, 3, 4, 6, 9, 11, 12, 5, 14, 7, 13, 15): [[475, 724], [164, 786], [244, 128], [382, 997]]
(0, 2, 8, 4, 10, 6, 1, 3, 12, 14, 9, 5, 11, 7, 13, 15): [[356, 287], [158, 173], [980, 274], [544, 981]]
(0, 2, 1, 3, 4, 8, 6, 5, 10, 9, 7, 11, 12, 14, 13, 15): [[448, 605], [826, 780], [947, 232], [977, 309]]
(0, 1, 2, 3, 8, 4, 9, 10, 5, 6, 11, 7, 12, 13, 14, 15): [[325, 259], [154, 156], [566, 154], [839, 192]]
(0, 4, 1, 5, 8, 12, 9, 2, 13, 6, 3, 7, 10, 14, 11, 15): [[297, 755], [486, 156], [151, 928], [827, 706]]
(0, 8, 1, 9, 4, 12, 5, 13, 2, 10, 3, 11, 6, 14, 7, 15): [[748, 36], [851, 450], [216, 794], [697, 230]]
(0, 2, 4, 1, 6, 8, 3, 5, 10, 12, 7, 9, 14, 11, 13, 15): [[610, 843], [766, 527], [415, 150], [383, 346]]
(0, 4, 1, 2, 5, 8, 6, 3, 12, 9, 7, 10, 13, 14, 11, 15): [[574, 771], [573, 218], [200, 144], [493, 298]]
(0, 4, 1, 2, 8, 5, 6, 3, 12, 9, 10, 7, 13, 14, 11, 15): [[379, 495], [780, 766], [559, 656], [69, 72]]
(0, 1, 4, 8, 2, 5, 9, 3, 12, 6, 10, 13, 7, 11, 14, 15): [[423, 702], [516, 645], [158, 385], [689, 423]]
(0, 4, 1, 5, 2, 6, 8, 12, 3, 7, 9, 13, 10, 14, 11, 15): [[439, 882], [693, 14], [500, 557], [711, 588]]
(0, 1, 8, 2, 4, 9, 3, 5, 10, 12, 6, 11, 13, 7, 14, 15): [[40, 204], [40, 519], [20, 162], [561, 942]]
(0, 8, 2, 10, 4, 1, 12, 6, 9, 3, 14, 11, 5, 13, 7, 15): [[760, 335], [200, 419], [862, 605], [168, 474]]
(0, 8, 4, 1, 12, 9, 5, 2, 13, 10, 6, 3, 14, 11, 7, 15): [[434, 94], [888, 386], [510, 707], [935, 521]]
(0, 2, 4, 1, 6, 3, 5, 8, 7, 10, 12, 9, 14, 11, 13, 15): [[165, 714], [834, 653], [793, 256], [354, 457]]
(0, 2, 4, 6, 1, 8, 3, 10, 5, 12, 7, 14, 9, 11, 13, 15): [[494, 802], [890, 639], [782, 267], [496, 761]]
(0, 4, 8, 2, 12, 6, 10, 14, 1, 5, 9, 3, 13, 7, 11, 15): [[633, 624], [789, 746], [341, 928], [2, 749]]
